"mouse","ensembl2","exprLevel"
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.778419999999997003
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.523219999999994911
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",93.568139999999999645
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.845780000000004861
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",90.324079999999995039
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.188670000000001892
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.76949000000000467
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.598349999999996385
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.775949999999994589
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.769319999999993342
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.77161999999999864
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.997209999999995489
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",94.263949999999994134
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC11335","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000119414",89.367009999999993397
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.036829999999994811
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.047579999999996403
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.951070000000001414
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.968590000000006057
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.801760000000001583
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.427689999999998349
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.642070000000003915
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.035290000000003374
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.591759999999993624
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",82.374020000000001573
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.755359999999996035
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",79.549220000000005371
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.083690000000004261
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09421","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.038960000000002992
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.036829999999994811
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.047579999999996403
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.951070000000001414
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.968590000000006057
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.801760000000001583
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.427689999999998349
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.642070000000003915
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.035290000000003374
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.591759999999993624
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",82.374020000000001573
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",80.755359999999996035
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",79.549220000000005371
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.083690000000004261
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC09422","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000121879",81.038960000000002992
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",83.59772999999999854
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",83.410099999999999909
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",83.134659999999996671
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",82.738560000000006767
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",84.202269999999998618
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",83.276370000000000005
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",84.049359999999992965
"http://metadb.riken.jp/db/rikenbrc_mouse/RBRC01089","http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000213281",83.267750000000006594
