"ensembl2"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131467"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131462"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131446"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131459"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131435"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131437"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131401"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131400"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131409"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131408"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131389"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000131398"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164284"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164291"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164292"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164299"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164294"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164296"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164300"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164305"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164306"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164307"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000164308"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170017"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170027"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170035"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170037"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170043"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170049"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170054"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170075"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170074"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170085"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170088"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170089"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000170091"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180610"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180581"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180616"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180613"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180611"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180628"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180626"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180596"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180592"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180638"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180644"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180662"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180660"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180658"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180667"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000180694"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200552"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200550"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200556"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200555"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200554"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200558"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200545"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200544"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200547"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200530"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200534"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200538"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200537"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200536"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200527"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200526"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200525"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200528"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200591"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200587"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200570"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200571"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200575"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200579"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200563"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200560"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000200564"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201041"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201047"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201044"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201048"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201032"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201031"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201036"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201035"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201034"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201021"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201025"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201023"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201028"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201027"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201026"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201010"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201014"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201013"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201012"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201015"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201071"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201070"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201074"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201065"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201050"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201003"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201001"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000201006"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257687"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257683"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257691"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257698"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257696"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257725"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257727"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257718"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257715"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257735"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257737"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257702"
"http://rdf.ebi.ac.uk/resource/ensembl/ENSG00000257704"
